date,BlkCnt,CapMrktCurUSD,TxCnt,AdrActCnt,PriceUSD,Trends,FearGreed
2020-09-08,155.0,186842946951.56564,329714.0,974053.0,10108.6354501461,0.74,0.41
2020-09-09,149.0,188968383425.9782,321941.0,968245.0,10223.1114091175,0.7670833333333333,0.38
2020-09-10,158.0,191039959916.7766,343183.0,1103924.0,10334.6307302162,0.72625,0.38
2020-09-11,138.0,192017369942.6865,308280.0,951505.0,10387.0207419638,0.6854166666666667,0.41
2020-09-12,170.0,192951979972.30695,297027.0,890683.0,10436.9778322618,0.6575,0.41
2020-09-13,162.0,190846477252.03787,256977.0,803998.0,10322.5236148451,0.6670833333333333,0.38
2020-09-14,176.0,197147876035.17258,353963.0,1016193.0,10662.719912332,0.6870833333333333,0.39
2020-09-15,156.0,199315386280.44418,335248.0,976024.0,10779.3810249562,0.77,0.47
2020-09-16,155.0,202819584769.55255,340027.0,1064243.0,10968.3205465809,0.8154166666666667,0.43
2020-09-17,178.0,202239512659.74203,347774.0,1101957.0,10936.2927505552,0.7804166666666668,0.48
2020-09-18,165.0,201951566927.16638,326660.0,974291.0,10920.1128439509,0.75125,0.49
2020-09-19,149.0,204803721045.65717,292875.0,892685.0,11073.7795478083,0.71125,0.48
2020-09-20,142.0,201991869981.67358,261651.0,820833.0,10921.2180998247,0.7141666666666667,0.52
2020-09-21,145.0,193385500705.58487,299730.0,946997.0,10455.3799623027,0.7725,0.48
2020-09-22,129.0,194586236941.46976,311008.0,968239.0,10519.8391641146,0.7948000000000001,0.39
2020-09-23,142.0,189295175073.38925,349540.0,1013565.0,10233.2995687317,0.8008333333333333,0.43
2020-09-24,137.0,198659587209.19556,318555.0,943668.0,10739.0427094097,0.7995833333333333,0.39
2020-09-25,169.0,197645812953.46774,345399.0,1140261.0,10683.6305806546,0.7870833333333332,0.46
2020-09-26,150.0,198736273241.69925,281747.0,952990.0,10742.0304202221,0.7383333333333333,0.45
2020-09-27,152.0,199057194328.15533,258919.0,784428.0,10758.8242899474,0.7183333333333333,0.47
2020-09-28,129.0,198483977030.04514,297685.0,884124.0,10727.3750541204,0.7820833333333332,0.43
2020-09-29,141.0,200598525114.73715,345931.0,998051.0,10841.1427444769,0.7931999999999999,0.45
2020-09-30,156.0,199336157853.55048,351403.0,1118241.0,10772.351766803,0.7516666666666667,0.49
2020-10-01,124.0,196277557842.57623,304377.0,922880.0,10606.6173325541,0.77375,0.45
2020-10-02,136.0,195610887017.89536,315938.0,996361.0,10570.1056777908,0.7979166666666667,0.41
2020-10-03,151.0,195354357355.87143,303899.0,1002444.0,10555.7054339567,0.7141666666666667,0.4
2020-10-04,158.0,197399052168.17538,274508.0,923546.0,10665.618622443,0.695,0.42
2020-10-05,140.0,199389146257.06778,295868.0,946902.0,10772.6355995909,0.7466666666666667,0.42
2020-10-06,130.0,196135347147.17117,318289.0,978521.0,10596.3735493863,0.7076,0.47
2020-10-07,151.0,197456284574.17596,369576.0,1063425.0,10667.1943941555,0.645,0.43
2020-10-08,162.0,201823517432.12747,329472.0,1033122.0,10902.5293637054,0.6816666666666668,0.46
2020-10-09,142.0,205009453844.92093,339374.0,1006667.0,11074.1036797779,0.73375,0.48
2020-10-10,143.0,209254297811.47684,294652.0,917402.0,11302.8542864407,0.7641666666666667,0.53
2020-10-11,140.0,210660289442.90372,257292.0,791020.0,11378.2625284629,0.7104166666666667,0.55
2020-10-12,149.0,213821025341.3694,315903.0,945894.0,11548.401556692,0.7716666666666667,0.52
2020-10-13,166.0,211732652073.08148,330320.0,1049377.0,11434.9687849211,0.7764,0.56
2020-10-14,149.0,211412571561.06912,318750.0,952949.0,11417.10811391,0.7675,0.53
2020-10-15,151.0,213006147807.5566,337702.0,1035214.0,11502.5812390415,0.79,0.56
2020-10-16,155.0,209987678424.63257,319791.0,973228.0,11338.9871765634,0.7816666666666667,0.52
2020-10-17,157.0,210439860963.43692,278655.0,851147.0,11362.8022174167,0.6945833333333333,0.56
2020-10-18,120.0,212797199544.38446,234650.0,744786.0,11489.6225650497,0.7079166666666667,0.55
2020-10-19,125.0,217551213059.64398,303148.0,930306.0,11745.8119675628,0.7929166666666667,0.55
2020-10-20,144.0,220963353768.35657,331386.0,1011847.0,11929.4572507306,0.6132,0.56
2020-10-21,130.0,237996587309.02542,308240.0,1013298.0,12848.4906177674,0.6208333333333333,0.61
2020-10-22,137.0,240767851351.292,341549.0,1048775.0,12997.4993417884,0.6670833333333333,0.73
2020-10-23,131.0,239962077749.97925,321018.0,977710.0,12953.4296969608,0.53625,0.74
2020-10-24,152.0,242946632969.98502,304224.0,1098917.0,13113.8669231444,0.46291666666666664,0.73
2020-10-25,117.0,241618117679.51013,242596.0,851199.0,13041.6410374635,0.46708333333333335,0.76
2020-10-26,110.0,242349930927.4959,255058.0,825846.0,13080.6561698422,0.48791666666666667,0.75
2020-10-27,99.0,253379717438.1369,255102.0,827512.0,13675.5239275278,0.6851999999999999,0.61
2020-10-28,100.0,246251140475.4076,259212.0,817505.0,13290.3288497954,0.8066666666666668,0.7
2020-10-29,108.0,249685959749.55634,277836.0,887772.0,13475.2173007013,0.6875,0.67
2020-10-30,111.0,252068603711.57968,267995.0,901403.0,13603.2960908825,0.65875,0.74
2020-10-31,113.0,255857310085.0028,274513.0,875335.0,13807.2336110462,0.6791666666666667,0.73
2020-11-01,125.0,254564701609.4508,276664.0,897445.0,13736.89941128,0.6479166666666667,0.72
2020-11-02,95.0,251953637578.66876,225214.0,777173.0,13595.5647603741,0.6616666666666667,0.71
2020-11-03,140.0,259403733547.65454,330051.0,1029970.0,13996.915398597312,0.5204,0.71
2020-11-04,159.0,261868434425.51367,319925.0,1175181.0,14129.148195499705,0.43041666666666667,0.74
2020-11-05,147.0,289263271222.87427,319993.0,1071518.0,15606.46683372297,0.6504166666666668,0.72
2020-11-06,153.0,289509996782.305,334639.0,1080743.0,15618.972471361778,0.7533333333333333,0.9
2020-11-07,146.0,275573226966.5251,273328.0,1055012.0,14866.356304500296,0.5908333333333333,0.88
2020-11-08,138.0,287332273623.7842,243396.0,920529.0,15500.000707188785,0.5445833333333333,0.82
2020-11-09,185.0,284009875050.11597,320528.0,1188873.0,15319.819972530682,0.5875,0.9
2020-11-10,147.0,284013859076.82196,308276.0,1026623.0,15319.275676212741,0.5018181818181818,0.9
2020-11-11,147.0,291666002991.4365,318925.0,1004339.0,15731.241105786092,,0.86
2020-11-12,160.0,302038563120.4417,329630.0,1064270.0,16289.814897720635,,0.87
2020-11-13,139.0,302799008120.85767,301426.0,999523.0,16330.06276797195,,0.89
2020-11-14,142.0,298584647008.3884,272079.0,915336.0,16102.010016949156,,0.9
2020-11-15,150.0,296462424309.67584,248137.0,845204.0,15986.7549905903,,0.86
2020-11-16,160.0,310504166190.32697,312340.0,1041491.0,16743.05393980129,,0.9
2020-11-17,157.0,327937646387.3307,350945.0,1142716.0,17682.16918702513,0.7185714285714286,0.86
2020-11-18,169.0,330228752696.0765,362407.0,1197076.0,17804.690023962594,0.76,0.91
2020-11-19,137.0,330503275790.7681,309724.0,1052034.0,17818.668662185857,0.58625,0.94
2020-11-20,168.0,346198155989.3956,346562.0,1177776.0,18663.78185312683,0.6029166666666667,0.86
2020-11-21,169.0,347011959222.6888,308830.0,1007240.0,18706.58933541788,0.6316666666666666,0.91
2020-11-22,174.0,342878718720.17664,273653.0,875364.0,18482.692631735823,0.56625,0.94
2020-11-23,147.0,340865435612.13654,301519.0,1014814.0,18373.257759789598,0.5670833333333334,0.9
2020-11-24,136.0,355296694015.8317,330918.0,1052398.0,19150.251048509646,0.6884,0.88
