date,BlkCnt,CapMrktCurUSD,TxCnt,AdrActCnt,PriceUSD,Trends,FearGreed
2020-08-19,138.0,216724493356.5639,336660.0,988648.0,11736.8490645237,0.81375,0.8
2020-08-20,146.0,219148207449.64774,331546.0,994559.0,11867.5203439509,0.7558333333333332,0.75
2020-08-21,155.0,212828757688.56958,313078.0,1095556.0,11524.6989491525,0.7441666666666668,0.81
2020-08-22,136.0,215748935172.86255,308966.0,950674.0,11682.2891503799,0.71625,0.78
2020-08-23,157.0,215452337487.7431,287940.0,906460.0,11665.6092735243,0.6770833333333333,0.76
2020-08-24,149.0,217417299095.42206,334304.0,944242.0,11771.4080537405,0.7045833333333333,0.78
2020-08-25,128.0,209799151719.143,301021.0,951716.0,11358.4543202805,0.7672,0.75
2020-08-26,142.0,211907514133.8888,328396.0,1030264.0,11472.0491204559,0.775,0.76
2020-08-27,129.0,209009655884.56293,324735.0,947577.0,11314.6737410286,0.765,0.75
2020-08-28,163.0,212959896208.12213,352344.0,1080096.0,11527.8830322326,0.74125,0.74
2020-08-29,146.0,212284634016.18933,291205.0,972062.0,11490.7623477499,0.6833333333333332,0.79
2020-08-30,127.0,216140533746.53055,266126.0,821271.0,11698.9758329632,0.6954166666666667,0.75
2020-08-31,150.0,215770383728.23535,310357.0,935410.0,11678.3482268849,0.7220833333333333,0.75
2020-09-01,154.0,221177235000.27524,371778.0,1074307.0,11970.364856166,0.716,0.75
2020-09-02,144.0,210917142600.07455,320017.0,1029017.0,11414.5209336645,0.6691666666666667,0.83
2020-09-03,129.0,189619829718.60858,309835.0,983249.0,10261.4944095266,0.7283333333333333,0.79
2020-09-04,135.0,193517929900.993,300021.0,1004854.0,10471.9664133255,0.7908333333333333,0.4
2020-09-05,141.0,187182381369.08313,324594.0,984198.0,10128.64358609,0.705,0.41
2020-09-06,150.0,189495704608.09775,258964.0,988383.0,10253.2998980129,0.6608333333333333,0.41
2020-09-07,175.0,191624618868.97644,328020.0,1086059.0,10367.8783543542,0.6495833333333333,0.41
