"","date","finndex_c","finndex_c_n"
"115",2020-03-20,203515.183166667,0.648236031047414
"116",2020-03-21,175207.559,0.558070660323431
"117",2020-03-22,159105.548083333,0.506782577114651
"118",2020-03-23,184915.352666667,0.588991899411296
"119",2020-03-24,203345.78656,0.647696469417319
"120",2020-03-25,161464.990083333,0.514297865624177
"121",2020-03-26,235277.18075,0.749404262975821
"122",2020-03-27,216196.368833333,0.688628110584809
"123",2020-03-28,173864.565833333,0.5537929619889
"124",2020-03-29,165237.969583333,0.526315550094924
"125",2020-03-30,209868.367,0.668472175636498
"126",2020-03-31,221077.35864,0.704175026596796
"127",2020-04-01,221918.558833333,0.706854415260374
"128",2020-04-02,219671.981333333,0.699698622462115
"129",2020-04-03,205324.572916667,0.653999294563716
"130",2020-04-04,182734.556916667,0.582045634471705
"131",2020-04-05,166862.754083333,0.53149080945002
"132",2020-04-06,212722.576083333,0.67756339497046
"133",2020-04-07,249812.20944,0.79570119847989
"134",2020-04-08,208700.4085,0.664751997266081
"135",2020-04-09,204004.805,0.649795573234958
"136",2020-04-10,204308.602583333,0.650763228505674
"137",2020-04-11,176848.98575,0.563298928529856
"138",2020-04-12,170145.1745,0.541945966406965
"139",2020-04-13,209339.78775,0.666788546386914
"140",2020-04-14,229358.18576,0.730551095558996
"141",2020-04-15,247169.990833333,0.787285210659745
"142",2020-04-16,240546.188916667,0.766187094056878
"143",2020-04-17,226329.184666667,0.720903129170303
"144",2020-04-18,226704.387333333,0.722098223726365
"145",2020-04-19,194606.5785,0.619860366679606
"146",2020-04-20,229913.38025,0.732319499601667
"147",2020-04-21,225933.38424,0.719642426682768
"148",2020-04-22,209234.7805,0.66645407756787
"149",2020-04-23,252705.597083333,0.804917209261061
"150",2020-04-24,242202.802916667,0.771463736652424
"151",2020-04-25,218422.006166667,0.695717204818773
"152",2020-04-26,196286.802916667,0.625212213112788
"153",2020-04-27,237492.220666667,0.756459602345836
"154",2020-04-28,250658.37072,0.79839638918379
"155",2020-04-29,248414.171666667,0.791248172207655
"156",2020-04-30,253716.430166667,0.808136912163792
"157",2020-05-01,257243.191666667,0.8193703437026
"158",2020-05-02,252669.783583333,0.804803136194194
"159",2020-05-03,238703.796833333,0.760318711594449
"160",2020-05-04,242762.389083333,0.773246129052169
"161",2020-05-05,259653.55552,0.827047828366658
"162",2020-05-06,261434.74575,0.832721270845345
"163",2020-05-07,272854.97275,0.869096948123821
"164",2020-05-08,254809.395166667,0.811618221433447
"165",2020-05-09,243431.1845,0.775376374470407
"166",2020-05-10,230645.59225,0.734651739355871
"167",2020-05-11,262200.5885,0.835160631176804
"168",2020-05-12,259316.02128,0.825972715185048
"169",2020-05-13,231706.840833333,0.738032025577815
"170",2020-05-14,229818.443666667,0.732017107843845
"171",2020-05-15,241404.031083333,0.768919490690547
"172",2020-05-16,235188.21125,0.749120877556282
"173",2020-05-17,199910.813083333,0.636755400851226
"174",2020-05-18,249248.63525,0.793906103438617
"175",2020-05-19,232714.64424,0.741242078362322
"176",2020-05-20,228404.664083333,0.727513940799422
"177",2020-05-21,246204.26625,0.784209187233659
"178",2020-05-22,215316.038916667,0.685824086028444
"179",2020-05-23,223172.821666667,0.710849489968409
"180",2020-05-24,204920.22925,0.652711380170398
"181",2020-05-25,219288.037583333,0.6984756858302
"182",2020-05-26,227944.60032,0.726048546899412
"183",2020-05-27,242639.580583333,0.772854959738017
"184",2020-05-28,233150.98375,0.742631905832442
"185",2020-05-29,227064.196,0.723244285353744
"186",2020-05-30,237354.192666667,0.756019955919947
"187",2020-05-31,212113.798666667,0.67562431872941
"188",2020-06-01,234602.39725,0.747254944330155
"189",2020-06-02,241807.86128,0.770205769580559
"190",2020-06-03,252289.22425,0.803590979597425
"191",2020-06-04,240006.430666667,0.764467857485626
"192",2020-06-05,250043.22525,0.796437029435858
"193",2020-06-06,210661.417833333,0.670998199084085
"194",2020-06-07,189175.219583333,0.602560416412747
"195",2020-06-08,260560.218833333,0.829935729989458
"196",2020-06-09,247679.43776,0.788907899682909
"197",2020-06-10,246948.25675,0.786578943835367
"198",2020-06-11,277040.065666667,0.882427295175337
"199",2020-06-12,243919.2285,0.77693089094733
"200",2020-06-13,216818.011,0.690608163594032
"201",2020-06-14,195562.61375,0.62290552766641
"202",2020-06-15,232155.02475,0.739459579821182
"203",2020-06-16,265880.23376,0.846881027669539
"204",2020-06-17,249941.231166667,0.796112158147429
"205",2020-06-18,227619.2285,0.72501217342629
"206",2020-06-19,258515.021833333,0.823421373834987
"207",2020-06-20,208478.014833333,0.664043629538589
"208",2020-06-21,193460.608416667,0.616210225756652
"209",2020-06-22,231585.226416667,0.737644659654784
"210",2020-06-23,277177.64384,0.8828655088145
"211",2020-06-24,245780.661833333,0.782859923549635
"212",2020-06-25,243342.646083333,0.775094362136378
"213",2020-06-26,251706.636583333,0.801735322879823
"214",2020-06-27,206849.039583333,0.658855021817514
"215",2020-06-28,190472.439333333,0.6066923173798
"216",2020-06-29,255373.23725,0.813414169767868
"217",2020-06-30,246541.84344,0.785284437219497
"218",2020-07-01,291250.23875,0.927689501447649
"219",2020-07-02,258125.236666667,0.822179831137928
"220",2020-07-03,254557.628833333,0.810816295964635
"221",2020-07-04,218581.6205,0.69622560797734
"222",2020-07-05,208950.217333333,0.665547687710995
"223",2020-07-06,265425.432,0.845432394288833
"224",2020-07-07,263707.62496,0.839960839781752
"225",2020-07-08,274248.222,0.873534722004014
"226",2020-07-09,278725.01875,0.887794203345263
"227",2020-07-10,264332.206583333,0.841950255540689
"228",2020-07-11,239338.406416667,0.762340068385445
"229",2020-07-12,205248.601083333,0.653757309278171
"230",2020-07-13,244215.21075,0.777873652838679
"231",2020-07-14,270160.75008,0.860515317096673
"232",2020-07-15,257952.105666667,0.82162837472792
"233",2020-07-16,262838.107166667,0.837191253972452
"234",2020-07-17,227727.098083333,0.725355759342008
"235",2020-07-18,241223.710583333,0.768345134303875
"236",2020-07-19,229546.8965,0.73115217651625
"237",2020-07-20,250518.701833333,0.797951516209966
"238",2020-07-21,248146.32632,0.790395031907476
"239",2020-07-22,276113.953916667,0.879477446442751
"240",2020-07-23,262899.76975,0.837387661472188
"241",2020-07-24,290672.16375,0.925848218464153
"242",2020-07-25,252580.369333333,0.804518334158114
"243",2020-07-26,260156.38,0.828649423589957
"244",2020-07-27,269632.418333333,0.85883247619406
"245",2020-07-28,282732.68592,0.900559414370881
"246",2020-07-29,277568.869,0.884111638174572
"247",2020-07-30,259595.265333333,0.826862162615996
"248",2020-07-31,283753.065416667,0.903809524484482
"249",2020-08-01,249293.489583333,0.794048973344256
"250",2020-08-02,247629.707,0.788749497395759
"251",2020-08-03,283172.071666667,0.901958944706093
"252",2020-08-04,266989.0752,0.850412906534507
"253",2020-08-05,249870.500916667,0.795886868339457
"254",2020-08-06,295131.719666667,0.940052784348
"255",2020-08-07,275350.10575,0.877044439252927
"256",2020-08-08,245816.492833333,0.782974052357457
"257",2020-08-09,237385.493333333,0.756119654721842
"258",2020-08-10,255039.711166667,0.812351823356427
"259",2020-08-11,286989.7132,0.914118886569021
"260",2020-08-12,278405.282,0.88677577868242
"261",2020-08-13,256586.67825,0.817279218878754
"262",2020-08-14,290270.286333333,0.924568159563908
"263",2020-08-15,256628.083333333,0.817411102242283
"264",2020-08-16,237181.288083333,0.755469220691716
"265",2020-08-17,233749.71225,0.744538974290313
"266",2020-08-18,270775.12888,0.862472234849318
"267",2020-08-19,265089.52275,0.844362457021136
"268",2020-08-20,265250.501166667,0.844875205054382
"269",2020-08-21,281758.110833333,0.897455200344643
"270",2020-08-22,251955.49925,0.802527999597136
"271",2020-08-23,238911.687416667,0.760980884138705
"272",2020-08-24,255739.296916667,0.814580142064157
"273",2020-08-25,250573.30344,0.798125433105225
"274",2020-08-26,271760.707,0.865611495708655
"275",2020-08-27,254488.503,0.810596116540448
"276",2020-08-28,286520.89625,0.912625612041651
"277",2020-08-29,252682.894666667,0.804844897582659
"278",2020-08-30,217505.089083333,0.692796642914491
"279",2020-08-31,249183.694416667,0.793699254065524
"280",2020-09-01,289248.0932,0.921312272659522
"281",2020-09-02,269835.899833333,0.859480604937573
"282",2020-09-03,258642.903666667,0.823828702717251
"283",2020-09-04,261002.238166667,0.831343648818057
"284",2020-09-05,261786.823,0.833842706384507
"285",2020-09-06,249499.614166667,0.794705520829914
"286",2020-09-07,282851.011916667,0.900936306027098
"287",2020-09-08,260784.63,0.830650523852693
"288",2020-09-09,258067.229416667,0.821995066596399
"289",2020-09-10,289453.22125,0.921965645989804
"290",2020-09-11,251984.819083333,0.80262138905386
"291",2020-09-12,237576.2135,0.756727136099678
